Course Name,Display Name,City,Zip,Type,Website,Booking Platform,Booking URL,Online Booking,Confidence,Notes
Eagle Harbor Golf Club,,Fleming Island,,Public,https://www.eagleharborgc.com,,,yes,medium,"Homepage has a Book a Tee Time button but href not exposed; subpages bot-blocked (robots.txt timeout) | Region: Northeast FL (Jacksonville) | Phone: (904) 269-9300 | Research 2026-07-29: Semi-private, public welcome; own booking page crawler-blocked"
The Golf Club at Fleming Island,,Fleming Island,,Public,https://flemingislandgolfclub.com,other:cps-shared,https://sc.cps.golf/FlemingV3/Home/nIndex,yes,high,"Homepage fetched but link hrefs stripped; /golf and /tee-times subpages robots-blocked. No booking engine identified. | Region: Northeast FL (Jacksonville) | Phone: (904) 269-1440 | Research 2026-07-29: Own site links this Club Prophet sheet, but on the SHARED sc.cps.golf host with a path tenant — our clubprophet regex expects <tenant>.cps.golf and would mis-extract tenant=sc, so this is held out of the registry until the adapter handles the shared-host shape"
American Golfers Club,,Fort Lauderdale,,Public,https://www.americangolfersclub.com/,,,unknown,,Site renders JS-only; no booking link retrievable | Region: Southeast FL | Phone: (954) 564-8760 | Research 2026-07-29: Site renders entirely via JavaScript; nothing extractable
Osswald Park Golf Course,,Fort Lauderdale,,Municipal,https://parks.fortlauderdale.gov/parks/parks/osswald-park,,,no,,Park FAQ: does not reserve tee times | Region: Southeast FL | Phone: (954) 828-7275
Oakview Lakes Golf Course,,Fort Meade,,Public,https://oakviewlakes.com/golf/,,,no,,No online booking anywhere on oakviewlakes.com; tee times by phone only. | Region: Central FL (Orlando) | Phone: (863) 285-8151
Alico Family Golf,,Fort Myers,,Closed,https://www.alicofamilygolf.com,,,no,,Site is JS-only; no booking link extractable | Region: Southwest FL | Research 2026-07-29: Local news: closing its doors after 7 years; listed permanently closed
Cross Creek Country Club,,Fort Myers,,Semi-Private,https://crosscreekfl.com,teeitup,https://cross-creek-golf-country-club.book.teeitup.com,yes,high,Candidate domains wrong entities; identity unconfirmed | Region: Southwest FL | Research 2026-07-29: crosscreekfl.com/visit-cross-creek publishes this Public Tee Times link
Eagle Ridge Golf Club,,Fort Myers,,Public,https://www.playeagleridge.com,,,yes,medium,Candidate domains were CA/MN/NJ courses; identity unconfirmed | Region: Southwest FL | Research 2026-07-29: Own site robots-blocked; engine not captured
Eastwood Golf Course,,Fort Myers,,Municipal,https://www.fortmyers.gov,teeitup,https://eastwood-golf-course.book.teeitup.com/,yes,medium,TeeItUp slug active but course identity unconfirmed | Region: Southwest FL
Fort Myers Country Club,,Fort Myers,,Municipal,https://www.fortmyers.gov/1421/Fort-Myers-Country-Club,other:webtrac,https://flfortmyersweb.myvscloud.com/webtrac/web/search.html?module=gr&secondarycode=1,yes,high,City site blocked by robots; TeeItUp slugs invalid | Region: Southwest FL | Research 2026-07-29: City of Fort Myers runs golf tee-time search on its WebTrac portal
Golfview Golf & Recreation Club,,Fort Myers,,Semi-Private,https://www.golfview.club,,,no,,No site found; candidate domains and slugs failed | Region: Southwest FL | Research 2026-07-29: Pro shop page lists hours and phone only
Myerlee Country Club,,Fort Myers,,Semi-Private,,teeitup,https://myerlee-country-club.book.teeitup.com/,yes,high,TeeItUp subdomain active; unique course name | Region: Southwest FL
Pelican Preserve Golf Club,,Fort Myers,,Semi-Private,https://www.pelicanpreservegolfclub.com,,,no,high,"TeeItUp subdomain active; club site is ClubHouse Online | Region: Southwest FL | Phone: (239) 985-1647 | 2026-08-19 dark-course audit: no public online tee times. Heritage Golf Group describes it as private, serving the community's residents."
Riverbend Golf Course,,Fort Myers,,Closed,,,,no,,Candidate domain was a California course; identity unconfirmed | Region: Southwest FL | Research 2026-07-29: Course closed for business; Fort Myers site listed CLOSED
San Carlos Golf Club,,Fort Myers,,Semi-Private,https://www.sancarlosgolfclub.com,teeitup,https://san-carlos-golf-club.book.teeitup.com/,yes,high,Link target on course site; Fort Myers FL confirmed | Region: Southwest FL | Phone: (239) 267-3131
Shell Point Golf Club,,Fort Myers,,Public,https://www.shellpointgolf.com,clubcaddie,https://apimanager-cc37.clubcaddie.com/webapi/view/djedabab,yes,high,TeeItUp subdomain active; unique course name | Region: Southwest FL | 2026-08-19 dark-course audit: left TeeItUp for clubcaddie. shellpointgolf.com says Open to the Public 7 days; booking button goes to a Club Caddie widget with a live sheet. Peak 104.
Terraverde Country Club,,Fort Myers,,Semi-Private,http://terraverdecountryclub.net,,,no,,No site found; candidate domains and slugs failed | Region: Southwest FL | Research 2026-07-29: 9-hole par-3 open to the public; no online sheet
Whiskey Creek Country Club,,Fort Myers,,Semi-Private,https://whiskeycreekcc.com,chronogolf,https://www.chronogolf.com/club/whiskey-creek-country-club,yes,high,Lightspeed site; Chronogolf page matches Fort Myers address | Region: Southwest FL | Phone: (239) 481-3021
Fort Myers Beach Golf Club,,Fort Myers Beach,,Closed,https://www.fmbgolfclub.com,,,no,,Course permanently closed per own site | Region: Southwest FL
Fairwinds Golf Course,,Fort Pierce,,Municipal,https://www.fairwindsgolf.com,clubprophet,https://fairwinds.cps.golf/,yes,medium,"fairwindsgolf.com homepage confirms Treasure Coast / Jim Fazio course and shows a 'Book Tee Times' nav item, but all subpages return 403 so the href could not be read; TeeItUp slug returns a live booking SPA. | Region: Space Coast & Treasure Coast | Phone: (772) 462-4653 | 2026-08-19 dark-course audit: left TeeItUp for clubprophet. St Lucie County course on Club Prophet at fairwinds.cps.golf - subdomain form, which the adapter does build."
Gator Trace Golf & Country Club,,Fort Pierce,,Semi-Private,https://gatortracecountryclub.com,chronogolf,https://www.chronogolf.com/club/gator-trace-golf-country-club,yes,high,"No course domain found - gatortracegolf.com, gatortracegolfclub.com, gatortracecc.com, gatortrace.com, golfgatortrace.com all fail to resolve or serve no content; TeeItUp slugs gator-trace-golf-club and gator-trace-golf-country-club both return subdomain-not-found; Facebook blocked by robots.txt. | Region: Space Coast & Treasure Coast | Phone: (772) 464-0407 | Research 2026-07-29: Own site links its Chronogolf sheet; public play year-round"
Indian Hills Golf Course,,Fort Pierce,,Municipal,,other:webtrac,https://flftpierceweb.myvscloud.com/webtrac/web/search.html?display=detail&module=GR,yes,medium,Slug returns a live TeeItUp booking SPA but identity NOT confirmed - several Indian Hills courses exist nationally (the Riverside CA one uses indian-hills-golf-club). cityoffortpierce.com times out and no Fort Pierce-specific domain resolves. | Region: Space Coast & Treasure Coast | Phone: (772) 465-8110 | 2026-08-19 dark-course audit: left TeeItUp for a platform with no adapter. City of Fort Pierce moved to Vermont Systems WebTrac; 53 tee times listed for 19 Aug. Peak 362. Same platform as the 5 NY WebTrac courses.
Island Pines Golf Club,,Fort Pierce,,Semi-Private,https://www.islandpinesgolf.com,foreup,https://foreupsoftware.com/index.php/booking/index/19479#teetimes,yes,high,"Exact 'BOOK A TEE TIME!' target on islandpinesgolf.com; site confirms 5700 Indian Pines Blvd, Ft. Pierce FL. ForeUp schedule id 19479. | Region: Space Coast & Treasure Coast | Phone: (772) 464-7018"
Meadowood Golf & Tennis Club,,Fort Pierce,,Semi-Private,https://meadowoodgolfandtennis.com,other:buz,https://meadowoodgolfandtennis.com/index.cfm?ID=211,yes,high,"Site confirms 9425 Meadowood Drive, Fort Pierce FL. Tee time page offers member login plus 'public player' login/registration, so public booking exists but is behind an account. Platform footer: 'Powered by Buz Club Software'. Pro shop 772-464-4466. | Region: Space Coast & Treasure Coast | Phone: (772) 466-4000"
Ocean Village Golf Course,,Fort Pierce,,Resort,https://oceanvillage.com,chronogolf,https://www.chronogolf.com/club/ocean-village,yes,high,"No reachable site: oceanvillageclub.com redirects to an unrelated St. Augustine rental property, oceanvillagefl.com does not resolve, TeeItUp slug ocean-village-golf-course returns subdomain-not-found. Resort-community 9-hole with limited public access; likely phone-only but not confirmed. | Region: Space Coast & Treasure Coast | Phone: (772) 467-0102 | Research 2026-07-29: Own site's Click to Book button; sheet is seasonal, reopens December 1"
Spanish Lakes Country Club,,Fort Pierce,,Public,https://www.spanishlakes.com/communities/spanish-lakes-country-club-village/,,,no,,"No domain resolves (spanishlakescc.com, spanishlakesfairways.com) and TeeItUp slug spanish-lakes-country-club returns subdomain-not-found. 55+ community executive course; no phone or website recoverable without search. | Region: Space Coast & Treasure Coast | Research 2026-07-29: 9-hole par-27 listed public; clubhouse phone only"
Fort Walton Beach Golf Club - Oaks Course,,Fort Walton Beach,,Municipal,https://fwbgolf.com,teesnap,https://fwbgc.teesnap.net/,yes,high,"One portal covers both Oaks and Pines; fwb.org/golf lists phone only, booking link is on fwbgolf.com | Region: Northwest FL (Panhandle) | Phone: (850) 833-9528"
Fort Walton Beach Golf Club - Pines Course,,Fort Walton Beach,,Municipal,https://fwbgolf.com,teesnap,https://fwbgc.teesnap.net/,yes,high,One portal covers both Oaks and Pines | Region: Northwest FL (Panhandle) | Phone: (850) 833-9528
Windswept Dunes Golf Club,,Freeport,,Public,https://www.windsweptdunes.com,,,,high,"Card said ""Book online"" and sent the golfer to a WEB STORE: e.cps.golf/WindsweptdunesWebstore/ is the pro-shop store, the identical mistake Musket Ridge (MD) had. Lead for the next pass: on the Geneva Farm pattern the tee sheet is usually the sibling path without ""Webstore"" - try e.cps.golf/WindsweptdunesV3/ and check the page TITLE, not just the status code, because that host serves a 503 error page that reads like a 200 | Only booking target on the course site; cps.golf robots-blocked so the tee sheet itself could not be rendered | Region: Northwest FL (Panhandle) | Phone: (850) 835-1847"
Lily Lake Golf & RV Resort,,Frostproof,,Public,https://www.lilylake.com,,,no,,Site states 'For Tee Times Call: 863-635-2676'; no online booking system. | Region: Central FL (Orlando) | Phone: (863) 635-2676
Ironwood Golf Course,,Gainesville,,Municipal,https://www.ironwoodgolfcourse.org,teeitup,https://ironwood-golf-course.book.teeitup.com/,yes,high,City of Gainesville municipal 18-hole course. | Region: North Central FL | Phone: (352) 393-8500
Magnolia Point Golf & Country Club,,Green Cove Springs,,Semi-Private,https://www.magnoliapointgolfclub.com,,,yes,medium,Homepage fetched but no booking link exposed; /golf subpage robots-blocked. | Region: Northeast FL (Jacksonville) | Phone: (904) 269-9276 | Research 2026-07-29: Own site calls it open to the public; engine not captured
River Bend Golf Links,,Green Cove Springs,,Public,https://www.riverbendgolflinks.com,other:native,https://www.riverbendgolflinks.com,yes,high,"Official site found and confirmed (was missing); has Book Now widget but /tee-times robots-blocked so engine URL unconfirmed. | Region: Northeast FL (Jacksonville) | Phone: (904) 284-8777 | Research 2026-07-29: Own site advertises online booking; subpages crawler-blocked, engine unknown"
Tiger Point Golf Club,,Gulf Breeze,,Public,https://tigerpointgolf.com,foreup,https://foreupsoftware.com/index.php/booking/21031/6537#/teetimes,yes,high,"Owned by City of Gulf Breeze, operated as a public daily-fee 18-hole course | Region: Northwest FL (Panhandle) | Phone: (850) 930-4653"
Southern Dunes Golf & Country Club,,Haines City,,Semi-Private,https://southerndunes.com,clubprophet,https://southerndunes.cps.golf/,yes,high,Exact link target on southerndunes.com; cps.golf blocks bot fetches via robots.txt. | Region: Central FL (Orlando) | Phone: (863) 421-4653
Harmony Golf Preserve,,Harmony,,Public,https://harmonygolfpreserve.com,teeitup,https://harmony-golf-preserve.book.teeitup.com/,yes,high,"Site links to harmony-golf-preserve.play.teeitup.golf, which 302-redirects to this canonical book.teeitup.com host. | Region: Central FL (Orlando) | Phone: (407) 891-8525"
Citrus Hills Golf & Country Club - Meadows Course,,Hernando,,Semi-Private,https://www.citrushillsgolfandcountryclub.com,,,no,high,"Card said ""Book online"" and sent the golfer to a LOGIN WALL, not a tee sheet: members.chronogolf.com/login is Chronogolf's member portal, not a public booking page. Found 2026-07-30 by a URL-shape audit across all five states after Musket Ridge (MD) turned out to be pointing at a pro-shop store. Held as call-to-book until a public booking channel is confirmed; the row was also at needs_ids, because /login yields no club slug to scrape | One portal covers all three Citrus Hills courses; club's only booking link, requires login | Region: North Central FL | Phone: (352) 746-4425"
Citrus Hills Golf & Country Club - Oaks Course,,Hernando,,Semi-Private,https://www.citrushillsgolfandcountryclub.com,,,no,high,"Card said ""Book online"" and sent the golfer to a LOGIN WALL, not a tee sheet: members.chronogolf.com/login is Chronogolf's member portal, not a public booking page. Found 2026-07-30 by a URL-shape audit across all five states after Musket Ridge (MD) turned out to be pointing at a pro-shop store. Held as call-to-book until a public booking channel is confirmed; the row was also at needs_ids, because /login yields no club slug to scrape | One portal covers all three Citrus Hills courses; club's only booking link, requires login | Region: North Central FL | Phone: (352) 746-4425"
Skyview at Terra Vista,,Hernando,,Semi-Private,https://www.citrushillsgolfandcountryclub.com,,,no,high,"Card said ""Book online"" and sent the golfer to a LOGIN WALL, not a tee sheet: members.chronogolf.com/login is Chronogolf's member portal, not a public booking page. Found 2026-07-30 by a URL-shape audit across all five states after Musket Ridge (MD) turned out to be pointing at a pro-shop store. Held as call-to-book until a public booking channel is confirmed; the row was also at needs_ids, because /login yields no club slug to scrape | One portal covers all three Citrus Hills courses; club's only booking link, requires login | Region: North Central FL | Phone: (352) 746-4425"
Country Club of Miami - East Course,,Hialeah,,Closed,https://www.golfccmiami.com/,ezlinks,https://ccofmiami.ezlinksgolf.com/index.html#/search,no,medium,"Closed for renovation from April 6, 2026 | Region: Southeast FL | Phone: (305) 829-8456 | Verified dark 2026-07-29: shut for renovation and serving no tee times, so it is carried as Closed rather than advertising a booking link a golfer cannot use (no reopening date announced; county says an update is expected toward the end of 2026); flip back on reopening"
Country Club of Miami - West Course,,Hialeah,,Closed,https://www.golfccmiami.com/,ezlinks,https://ccofmiami.ezlinksgolf.com/index.html#/search,no,medium,"Closed for renovation from April 6, 2026 | Region: Southeast FL | Phone: (305) 829-8456 | Verified dark 2026-07-29: shut for renovation and serving no tee times, so it is carried as Closed rather than advertising a booking link a golfer cannot use (no reopening date announced; county says an update is expected toward the end of 2026); flip back on reopening"
Eaglewood Golf Course,,Hobe Sound,,Semi-Private,,,,no,medium,"Slug returns a live TeeItUp booking SPA, but identity NOT confirmed. eaglewoodgolf.com is the Eaglewood in North Salt Lake UT (uses MemberSports, so it is not this TeeItUp site), which makes Hobe Sound likely - but no Hobe Sound domain resolves to corroborate. | Region: Space Coast & Treasure Coast | Phone: (772) 546-8100 | 2026-08-19 dark-course audit: no public online tee times. Part of the private Eaglewood 55+ community; outside green fees not applicable."
Heritage Ridge Golf Club,,Hobe Sound,,Semi-Private,https://www.heritageridgegolf.com/,foreup,https://foreupsoftware.com/index.php/booking/22965#/teetimes,yes,high,Exact 'Book Tee Time' link target on course site; ForeUp blocks bots so URL confirmed via link target. | Region: Space Coast & Treasure Coast | Phone: (772) 546-2800
Lost Lake Golf Club,,Hobe Sound,,Private,https://theclubatlostlake.com,,,private,,"Official site is lostlakegolfclub.com (apex only; www does not resolve). Home page confirms Hobe Sound FL and shows a 'Book a tee time now' CTA, but the page is JS-rendered so no href is exposed and all subpaths returned robots.txt fetch errors. No TeeItUp subdomain exists for any tried slug. | Region: Space Coast & Treasure Coast | Phone: (772) 220-6666 | Research 2026-07-29: Now trades as The Club at Lost Lake: Now a Private Club, member-only"
Eco Golf Club,,Hollywood,,Public,https://ecogolfclub.com/,teeitup,https://eco-golf-club.book-v2.teeitup.com/,yes,medium,TeeItUp slug valid; identity not confirmed | Region: Southeast FL | Phone: (954) 922-8755
Hollywood Beach Golf Club,,Hollywood,,Resort,https://www.hollywoodbeachgolf.com/,foreup,https://foreupsoftware.com/index.php/booking/20166/3824,yes,medium,TeeItUp slug valid; course site JS-blocked | Region: Southeast FL | Phone: (954) 927-1751 | 2026-08-19 dark-course audit: left TeeItUp for foreup. foreUP portal 'Hollywood Beach Golf Club - Online Booking'. Own site tee-times page is a JS redirect stub.
Orangebrook Golf & Country Club - East Course,,Hollywood,,Municipal,https://www.orangebrook.com/,teeitup,https://orangebrook-golf-country-club.book-v2.teeitup.com/,yes,high,Public portal; stale date/course params stripped | Region: Southeast FL | Phone: (954) 967-4653
Orangebrook Golf & Country Club - West Course,,Hollywood,,Municipal,https://www.orangebrook.com/,teeitup,https://orangebrook-golf-country-club.book-v2.teeitup.com/,yes,high,Public portal; stale date/course params stripped | Region: Southeast FL | Phone: (954) 967-4653
The Club at Emerald Hills,,Hollywood,,Semi-Private,https://theclubatemeraldhills.com/,teeitup,https://the-club-at-emerald-hills.play.teeitup.com/,yes,high,Exact link target on course site | Region: Southeast FL | Phone: (954) 961-4000
Redland Golf & Country Club,,Homestead,,Semi-Private,https://redlandgolf.com/,,,no,low,Book link empty on site; tel link for booking | Region: Southeast FL | Phone: (305) 247-8503
Citrus National Golf Club,,Homosassa,,Semi-Private,https://citrusnational.com,foreup,https://foreupsoftware.com/index.php/booking/22735#/teetimes,yes,high,Exact link target on citrusnational.com; ForeUp blocks direct fetch via robots.txt | Region: North Central FL | Phone: (352) 382-5996
Mission Resort + Club - El Campeon Course,,Howey-in-the-Hills,,Resort,https://www.missionresortandclubgolf.com,golfback,https://golfback.com/#/course/5379e760-2a4b-4d0a-8b35-c619b8f3f32c,yes,high,Per-course Golfback ID; exact link target on missionresortandclubgolf.com. | Region: Central FL (Orlando) | Phone: (352) 324-3885
Mission Resort + Club - Las Colinas Course,,Howey-in-the-Hills,,Resort,https://www.missionresortandclubgolf.com,golfback,https://golfback.com/#/course/b35f41c7-d63d-4017-b477-83600ee73314,yes,high,Per-course Golfback ID; exact link target on missionresortandclubgolf.com. | Region: Central FL (Orlando) | Phone: (352) 324-3885
Beacon Woods Golf Club,,Hudson,,Public,http://beaconwoodsgolf.com,teeitup,https://beacon-woods-golf-club.book.teeitup.com/,yes,high,Course site beaconwoodsgolf.com is unfetchable (self-signed TLS cert). TeeItUp subdomain returns a live booking SPA; slug matches the club name exactly and Beacon Woods GC is unique to Hudson FL. | Region: Tampa Bay | Phone: (727) 868-9528
Heritage Pines Country Club,,Hudson,,Private,https://heritagepines.net,,,private,,"heritagepines.net Golf page states reservations can be made online, but the reservation link sits behind a resident/member portal and no engine URL is exposed. No TeeItUp or Chronogolf match. Phone filled from site. | Region: Tampa Bay | Phone: (727) 861-7784 | Research 2026-07-29: Own site: the course is not open to the public"
Meadow Oaks Golf & Country Club,,Hudson,,Semi-Private,https://www.meadowoakscountryclub.com,chronogolf,https://www.chronogolf.com/club/meadow-oaks-golf-country-club,yes,high,"Club site is a JS-only redirect wall so link target unreadable; TeeItUp subdomain returns a live booking SPA and the slug matches the club's own domain name. | Region: Tampa Bay | Phone: (727) 856-2878 | 2026-08-19 dark-course audit: left TeeItUp for chronogolf. Live Chronogolf sheet, 13125 Fairwinds Rd Hudson, with current course notes. Peak 584."
Gator Lakes Golf Course,,Hurlburt Field,,Public,https://myhurlburt.com/gator-lakes-golf-course/,,,no,medium,"myhurlburt.com page lists phone only; this TeeItUp subdomain is live but not linked from the base site, so course match is inferred | Region: Northwest FL (Panhandle) | Phone: (850) 881-2251 | 2026-08-19 dark-course audit: no public online tee times. Hurlburt Field. Books on gatorlakes.cps.golf but an account must be created in person; base access required."
Indian Lake Estates Golf & Country Club,,Indian Lake Estates,,Semi-Private,https://www.indianlakeestatesinc.com,teeitup,https://indian-lake-estates-golf-club.book.teeitup.com/,yes,high,Verified operating (events calendar through late 2026). 18-hole championship course plus a 9-hole par 3; open to residents and visitors. | Region: Central FL (Orlando) | Phone: (863) 692-1514
Indianwood Golf & Country Club,,Indiantown,,Public,https://indianwoodgolfclub.com,teeitup,https://indianwood-golf-and-country-club.book.teeitup.com,yes,high,"No official domain found. Tried indianwoodgolf.com, indianwoodgolfcc.com, indianwoodcc.com, indianwoodcountryclub.com - none resolve. WebSearch unavailable. | Region: Space Coast & Treasure Coast | Research 2026-07-29: indianwoodgolfclub.com/book-tee-time/ links its own portal"
Inverness Golf & Country Club,,Inverness,,Semi-Private,https://golfinverness.com,other:eagleclubsystems,https://player.eagleclubsystems.online/#/tee-slot?dbname=Icc20230415,yes,high,Exact tee-sheet link target on golfinverness.com | Region: North Central FL | Phone: (352) 637-2526
LakeSide Country Club,,Inverness,,Closed,https://www.lakesideccgolf.com,,,no,,"lakesideccgolf.com serves unrelated filler content, likely expired/parked; no booking link found | Region: North Central FL | Phone: (352) 726-1461 | Research 2026-07-29: Course closed for business in 2025 (4555 E Windmill Dr, Inverness)"
ZenWoods Golf Club,,Inverness,,Public,https://www.zenwoodsgolfclub.com,golfnow,https://www.golfnow.com/tee-times/facility/11112-zenwoods-golf-club/search,yes,high,"GoDaddy-builder site renders body via JS; only metadata retrievable, booking engine not discoverable | Region: North Central FL | Research 2026-07-29: GolfNow facility 11112 live with priced inventory; own site exposes no booking URL"
Cheeca Lodge & Spa Golf Course,,Islamorada,,Resort,https://www.cheeca.com/experience/golf-tennis,,,no,,"Resort guests only; first-come, no tee times | Region: Southeast FL | Phone: (305) 664-4651"
Bent Creek Golf Course,,Jacksonville,,Municipal,https://www.golfbentcreek.com,golfwithaccess,https://troon.com/course/bent-creek-golf-course-fl/reserve-tee-time,yes,high,Exact link target on course's own book-a-tee-time page; troon.com robots-blocked for direct fetch. | Troon-managed; the troon.com reserve page fronts the Golf With Access widget (course uuid needs probe) | Region: Northeast FL (Jacksonville) | Phone: (904) 779-0800
Blue Cypress Golf Course,,Jacksonville,,Municipal,https://www.golfbluecypress.com,teeitup,https://blue-cypress-gc-jacksonvilles-premier-9-hole-facility.book.teeitup.com/,yes,high,City park short course in Arlington; expanded to 12 holes in 2025 | Region: Northeast FL (Jacksonville) | Phone: (904) 204-3965
Blue Sky Golf Club,,Jacksonville,,Public,https://golfbluesky.com,tenfore,https://fox.tenfore.golf/bluesky,yes,high,"Homepage fetched but hrefs stripped; /tee-times, /book-a-tee-time and /rates all robots-blocked. | Region: Northeast FL (Jacksonville) | Phone: (904) 446-2899 | Research 2026-07-29: Own site's tee-time link points to this TenFore portal"
Brentwood Golf Course,,Jacksonville,,Municipal,https://www.brentwoodgolfcourse.com,golfwithaccess,https://troon.com/course/brentwood-golf-course/reserve-tee-time,yes,high,Exact link target on course's own book-a-tee-time page; troon.com robots-blocked for direct fetch. | Troon-managed; the troon.com reserve page fronts the Golf With Access widget (course uuid needs probe) | Region: Northeast FL (Jacksonville) | Phone: (904) 924-0401
Hidden Hills Golf Club,,Jacksonville,,Public,https://www.hiddenhillsgc.com,other:native,https://www.hiddenhillsgc.com/teetimes/,yes,high,Homepage has Book Now button but href not exposed; /tee-times returns 403. | Region: Northeast FL (Jacksonville) | Phone: (904) 641-8121 | Research 2026-07-29: Membership no longer required; own-site tee-times page hosts the engine
Hyde Park Golf Club,,Jacksonville,,Public,https://hydeparkgolfclub.com,,,no,,"No website on record; WebSearch quota exhausted before task start so official site could not be located. | Region: Northeast FL (Jacksonville) | Phone: (904) 786-5410 | Research 2026-07-29: Active per PGA listing; own site stale, no booking engine"
Queen's Harbour Yacht & Country Club,,Jacksonville,,Private,https://qhycc.com,,,private,,"Gated private-community club; own site shows no public booking engine. Pro shop (904) 221-8865. GolfNow facility page could not be located to confirm. | Region: Northeast FL (Jacksonville) | Phone: (904) 221-1012 | Research 2026-07-29: Gated community; homeowners may join the club, no public sheet"
Windsor Parke Golf Club,,Jacksonville,,Semi-Private,https://windsorparke.com,golfback,https://golfback.com/#/course/5a90fb0c-b928-43f0-9486-d5d43c03d25d,yes,high,Site footer confirms Powered by GOLFBACK. | Region: Northeast FL (Jacksonville) | Phone: (904) 223-4653
Jacksonville Beach Golf Club,,Jacksonville Beach,,Municipal,https://jaxbchgolf.com,other:eagleclubsystems,https://player.eagleclubsystems.online/#/tee-slot?dbname=jaxbeach20260601,yes,high,Link target on course's tee-time page; dbname param appears season-dated and may rotate. | Region: Northeast FL (Jacksonville) | Phone: (904) 247-6184
Jensen Beach Golf Club,,Jensen Beach,,Semi-Private,https://jensenbeachgc.com,golfback,https://golfback.com/#/course/5853a72e-5a10-4791-97d0-84f1ae85c6de,yes,high,No official domain found. jensenbeachgolf.com does not resolve; jensenbeachgolfclub.com is a parked/unrelated site. jensen-beach.book.teeitup.com does not exist. WebSearch unavailable. | Region: Space Coast & Treasure Coast | Research 2026-07-29: Own tee-times page sends public golfers to GolfBack; ClubCaddie/ForeUp links there are member-only
Abacoa Golf Club,,Jupiter,,Public,https://www.abacoagolfclub.com/,foreup,https://foreupsoftware.com/index.php/booking/20120/3710#/teetimes,yes,high,ForeUp link from course site | Region: Southeast FL | Phone: (561) 622-0036
Jupiter Dunes Golf Club,,Jupiter,,Public,,,,unknown,,"Domain lapsed (parked at HugeDomains); confirm by phone | Region: Southeast FL | Phone: (561) 746-6654 | Research 2026-07-29: Domain redirects to a for-sale page, consistent with closure but not independently confirmed"
The Golf Club of Jupiter,,Jupiter,,Semi-Private,https://www.golfclubofjupiter.com/,other:native,https://members.golfclubofjupiter.com,yes,high,Book Tee Time target on own site; portal blocks fetch | Region: Southeast FL | Phone: (561) 747-6262
Crandon Golf at Key Biscayne,,Key Biscayne,,Municipal,https://www.golfcrandon.com/,ezlinks,https://crandon.ezlinksgolf.com/index.html#/search,yes,high,EZLinks link on course tee-times page | Region: Southeast FL | Phone: (305) 361-9129
Key Colony Beach Par-3 Golf Course,,Key Colony Beach,,Municipal,https://keycolonybeach.net/recreation/,,,no,,City walk-on par-3; no online tee times found | Region: Southeast FL | Phone: (305) 289-9859
Key West Golf Club,,Key West,,Public,https://keywestgolf.com/,teeitup,https://key-west-golf-club.book.teeitup.com/,yes,high,TeeItUp link on course site | Region: Southeast FL | Phone: (305) 294-5232
Crane's Bend at Orange Lake Resort,,Kissimmee,,Resort,https://orangelakegolf.com,golfback,https://golfback.com/#/course/64eb6614-b434-43c0-9812-c44d96b32629,yes,high,One Golfback portal covers all four Orange Lake courses; per-course URL | Region: Central FL (Orlando) | Phone: (407) 239-1050
Falcon's Fire Golf Club,,Kissimmee,,Public,https://www.falconsfire.com,other:ibsvision,https://www.goibsvision.com/WebRes/Club/FalconsFireGolfClub/Browse,yes,medium,Own site bot-blocked; TeeItUp subdomain resolves to a live tee sheet | Region: Central FL (Orlando) | Phone: (407) 239-5445 | 2026-08-19 dark-course audit: left TeeItUp for a platform with no adapter. Resident and non-resident booking both feed IBS Vision portals.
Kissimmee Bay Country Club,,Kissimmee,,Semi-Private,https://www.golfkissimmeebay.com,teeitup,https://kissimmee-bay-country-club.book.teeitup.com/?course=9093,yes,high,"Despite the name, welcomes public online tee times; memberships also offered. | Region: Central FL (Orlando) | Phone: (407) 348-4653"
Legends Walk at Orange Lake Resort,,Kissimmee,,Resort,https://orangelakegolf.com,golfback,https://golfback.com/#/course/91d3959f-6ada-4c60-8ab1-994f571ad649,yes,high,One Golfback portal covers all four Orange Lake courses; per-course URL | Region: Central FL (Orlando) | Phone: (407) 239-1050
Oaks National Golf Club,,Kissimmee,,Public,https://oaksnationalgolfclub.com,teeitup,https://oaks-national-golf-club.book.teeitup.com/?course=1690,yes,high,Current official name; formerly Kissimmee Oaks Golf Club. 1500 The Oaks Blvd. Distinct from the closed Kissimmee Golf Club. | Region: Central FL (Orlando) | Phone: (407) 483-3700
Remington Golf Club,,Kissimmee,,Public,https://www.golfremington.com,teeitup,https://remington-golf-club.book.teeitup.com/?course=1996,yes,high,Same operator as Kissimmee Bay; separate TeeItUp portal | Region: Central FL (Orlando) | Phone: (407) 344-4004
The Legends at Orange Lake Resort,,Kissimmee,,Resort,https://orangelakegolf.com,golfback,https://golfback.com/#/course/80ba7e9c-daeb-4289-9107-4d965dce3f74,yes,high,One Golfback portal covers all four Orange Lake courses; per-course URL | Region: Central FL (Orlando) | Phone: (407) 239-1050
The Reserve at Orange Lake Resort,,Kissimmee,,Resort,https://orangelakegolf.com,golfback,https://golfback.com/#/course/a1fdad6d-4034-40ba-81f4-cfc9c2239a87,yes,high,One Golfback portal covers all four Orange Lake courses; per-course URL | Region: Central FL (Orlando) | Phone: (407) 239-1050
