Course Name,City,Zip,Type,Website,Booking Platform,Booking URL,Online Booking,Confidence,Notes
Salida Golf Club,Salida,81201,Public,https://www.salidagolfclub.com,clubcaddie,https://apimanager-cc30.clubcaddie.com/webapi/view/gjfdabab,yes,high,ClubCaddie (cc30).
Sanctuary,Sedalia,80135,Private,https://www.sanctuarygolfcourse.com,,,private,,Private club — no public tee times
Sand Creek Golf Course,Colorado Springs,80915,Public,https://www.worldgolfsandcreek.com,,,no,low,Book Online covers lessons only.
Sedgwick County Golf Course,Julesburg,80737,Public,https://www.colorado.com,,,no,low,Tiny rural 9-hole.
Shining Mountain Golf Club,Woodland Park,80863,Private,https://www.shiningmountaingolfcourse.com,,,private,,Private club — no public tee times
Sky Ranch Golf and Grill,Sterling,80751,Public,https://www.skyranchgc.com,clubcaddie,https://apimanager-cc28.clubcaddie.com/webapi/view/dffdabab,yes,high,ClubCaddie (cc28).
Smoky River Golf Club,Cheyenne Wells,80810,Public,https://www.facebook.com,,,no,medium,Facebook-only rural course.
Snowmass Club,Snowmass Village,81615,Semi-Private,https://www.snowmassclub.com,,,no,high,Phone only (970-923-5600); Chronogolf now flagged no-online-booking; semi-private access limits possible.
Sonnenalp Golf Club,Edwards,81632,Private,https://www.sonnenalpclub.com,,,private,,Private club — no public tee times
South Suburban Family Sports Center,Englewood,80112,Public,https://www.ssprd.org,chronogolf,https://www.chronogolf.com/club/family-sports-golf-course,yes,high,SSPRD Chronogolf.
South Suburban Golf Course,Littleton,80122,Public,https://golf.ssprd.org,chronogolf,https://www.chronogolf.com/club/south-suburban-golf-club,yes,high,SSPRD Chronogolf.
Southglenn Country Club,Littleton,80122,Public,https://www.southglenncc.com,,,no,low,Site blocks fetches; no portal found.
Southridge Golf Course,Fort Collins,80525,Public,https://www.fcgov.com,chronogolf,https://www.chronogolf.com/club/southridge-golf-course-ft-collins,yes,high,Fort Collins Chronogolf.
Spreading Antlers Golf Course,Lamar,81052,Public,https://www.golflamar.com,other:supersaas,https://www.supersaas.com/schedule/Terry's_Golf/SAGC_TEE_TIMES,yes,high,SuperSaaS scheduling page.
Spring Valley Golf Club,Elizabeth,80107,Public,https://www.springvalleygolf.com,teeitup,https://spring-valley-golf-club.book.teeitup.com/,yes,high,TeeItUp alias.
Springfield Municipal Golf Course,Springfield,81073,Public,https://www.bacacountyco.gov,,,no,medium,County-run rural course.
Springhill Golf Course,Aurora,80011,Public,https://www.golfaurora.com,ezlinks,https://cityofaurora.ezlinksgolf.com/,yes,high,Aurora shared EZLinks portal; TeeItUp alias city-of-aurora-co also exists (possible migration).
Steamboat Golf Club,Steamboat Springs,80487,Semi-Private,https://www.steamboatgolfclub.com,teeitup,https://steamboat-springs-golf-course.play.teeitup.com/,yes,high,TeeItUp (play subdomain).
Stoney Creek Golf Course,Arvada,80005,Public,https://www.stoneycreekgolfcourse.com,teeitup,https://stoney-creek-golf-course.book.teeitup.golf/,yes,high,302-redirect confirmed.
Stratton Golf Course,Stratton,80836,Public,https://www.stratton.com,,,no,medium,Small plains 9-hole; phone/honor-box.
Sumo Golf Village,Florence,81226,Public,https://www.sumogolfcourse.com,teeitup,https://sumo-golf-village.book.teeitup.com/,yes,high,TeeItUp.
Sunset Golf Course,Longmont,80501,Public,https://www.golflongmont.com,teeitup,https://sunset-golf-course.book.teeitup.com/,yes,high,"Longmont city course, own TeeItUp alias."
Tamarack Golf Course,Limon,80828,Public,https://townoflimon.com,golfnow,https://www.golfnow.com/tee-times/facility/16424-tamarack-golf-course/search,yes,medium,Chronogolf dropped; GolfNow 16424 only online channel.
Telluride Ski & Golf Club,Telluride,81435,Resort,https://www.tellurideskiandgolfclub.com,other:goibsvision,https://www.goibsvision.com/WebRes/Club/Telluride/Browse,yes,medium,IBS Vision WebRes.
The Bridges,Montrose,81401,Semi-Private,https://www.montrosebridges.com,foreup,https://foreupsoftware.com/index.php/booking/21696/8610#teetimes,yes,high,ForeUp 21696/8610.
The Club At Crested Butte,Crested Butte,81224,Private,https://www.theclubatcrestedbutte.com,,,private,,Private club — no public tee times
The Club At Flying Horse,Colorado Springs,80921,Private,https://www.flyinghorseclub.com,,,private,,Private club — no public tee times
The Club at Inverness,Englewood,80112,Resort,https://www.invernesshotel.com,,,no,low,Now private; no public online booking.
The Club At Pradera,Parker,80134,Private,https://www.theclubatpradera.com,,,private,,Private club — no public tee times
The Club at Rolling Hills,Golden,80401,Private,https://www.theclubatrollinghills.org,,,private,,Private club — no public tee times
The Course At Petteys Park,Brush,80723,Public,https://www.petteysparkgolf.com,teesnap,https://petteyspark.teesnap.net/,yes,high,Teesnap.
The Fox Hill Club,Longmont,80504,Private,https://www.thefoxhillclub.com,,,private,,Private club — no public tee times
The Golf Club At Heather Ridge,Aurora,80014,Public,https://www.golfclubatheatherridge.net,ezlinks,https://heatherridge.ezlinksgolf.com/,yes,high,Own EZLinks portal (separate from Aurora city portal).
The Greg Mastriona Golf Courses At Hyland Hills,Westminster,80031,Public,https://www.golfhylandhills.com,teeitup,https://hyland-hills-park-recreation-district.book.teeitup.com/,yes,high,Migrated off Chronogolf to TeeItUp; one alias covers all 3 Hyland Hills courses (facilities 9201/9202/9203).
The Links At Cobble Creek,Montrose,81401,Public,https://www.cobblecreek.com,foreup,https://foreupsoftware.com/index.php/booking/20619/5114#/teetimes,yes,high,ForeUp 20619/5114.
The Links Golf Course,Littleton,80130,Public,https://thelinksgolfcourse.com,clubcaddie,https://apimanager-cc37.clubcaddie.com/webapi/view/ajfdabab,yes,high,"New ClubCaddie engine (Feb 2026, clubid 103490)."
The Mad Russian Golf Course,Milliken,80543,Public,https://www.madrussiangolf.com,,,unknown,low,No booking link found; unverified.
The Olde Course At Loveland,Loveland,80538,Public,https://www.cityofloveland.org,clubprophet,https://oldecourseloveland.cps.golf/,yes,high,Loveland cps.golf tenant.
The Ranch Country Club,Denver,80234,Private,https://www.theranchcc.com,,,private,,Private club — no public tee times
The Ranch Course At Keystone,Dillon,80435,Resort,https://www.golfkeystone.com,quick18,https://keystoneranch.quick18.com/,yes,medium,Quick18 portal.
The Ridge At Castle Pines North,Castle Rock,80108,Public,https://www.playtheridge.com,golfnow,https://www.golfnow.com/tee-times/facility/1411-the-ridge-at-castle-pines-colorado/search,yes,medium,playtheridge.com bot-blocked; GolfNow 1411 verified live.
The River Course At Keystone,Dillon,80435,Resort,https://www.golfkeystone.com,quick18,https://riverkeystone.quick18.com/,yes,high,Quick18 portal.
Thorncreek Golf Club,Thornton,80241,Public,https://www.thorncreekgc.com,quick18,https://thorncreek.quick18.com/teetimes/searchmatrix,yes,high,Quick18 tee sheet.
Tiara Rado Golf Course,Grand Junction,81507,Public,https://www.golfgrandjunction.net,membersports,https://app.membersports.com/tee-times/3821/4918/0/4/0,yes,high,Grand Junction shared portal.
Todd Creek Golf Club,Brighton,80602,Public,https://www.toddcreekgolfclub.com,foreup,https://foreupsoftware.com/index.php/booking/22161/10005,yes,high,ForeUp 22161/10005.
TPC Colorado,Berthoud,80513,Private,https://www.tpc.com,,,private,,Private club — no public tee times
Trinidad Golf Course,Trinidad,81082,Public,https://www.trinidadgolfcourse.com,teeitup,https://trinidad-municipal-golf-course.book-v2.teeitup.golf/,yes,high,TeeItUp book-v2.
Twin Peaks Golf Course,Longmont,80503,Public,https://www.golflongmont.com,teeitup,https://twin-peaks-golf-course.book.teeitup.com/,yes,high,"Longmont city course, TeeItUp."
University of Denver Golf Club at Highlands Ranch,Littleton,80129,Semi-Private,https://highlandsranchgolf.du.edu,clubprophet,https://universityofdenver.cps.golf/,yes,high,Dedicated cps.golf tenant.
Ute Creek Golf Course,Longmont,80504,Public,https://www.golflongmont.com,teeitup,https://ute-creek-golf-course.book.teeitup.com/,yes,high,Longmont TeeItUp.
Vail Golf Club,Vail,81657,Public,https://www.vailgolfclub.net,teeitup,https://vail-golf-club.book.teeitup.com/,yes,high,TeeItUp; separate passholder portal.
Valley Country Club,Aurora,80016,Private,https://www.valleycountryclub.org,,,private,,Private club — no public tee times
Valley Hi Golf Course,Colorado Springs,80910,Public,https://coloradosprings.gov,foreup,https://foreupsoftware.com/index.php/booking/index/19457,yes,high,ForeUp 19457.
Walking Stick Golf Course,Pueblo,81001,Public,https://www.walkingstickpueblo.com,golfnow,https://www.golfnow.com/tee-times/facility/2724-walking-stick-golf-course/search,yes,low,Site links a legacy TgsWeb bare-IP engine (returns empty responses); GolfNow 2724 is the only workable online channel; Chronogolf directory-only lists phone.
Walnut Creek Golf Preserve,Broomfield,80021,Public,https://www.golfwestminster.com,clubprophet,https://cityofwestminster.cps.golf/onlineresweb/search-teetime,yes,high,MIGRATED to Club Prophet tenant cityofwestminster (shared with Legacy Ridge).
Walsenburg Golf Course,Walsenburg,81089,Public,https://www.golfwalsenburg.com,,,no,medium,No online booking link found.
Washington County Golf Club,Akron,80720,Public,https://www.facebook.com,,,no,high,Phone only (970-345-2309); Chronogolf directory-only; Facebook-only site.
Wellshire Golf Course,Denver,80222,Public,https://www.cityofdenvergolf.com,membersports,https://app.membersports.com/book-linked-clubs-tee-time/3660/4711/1,yes,high,Denver Golf shared portal.
West Woods Golf Club,Arvada,80007,Public,https://www.westwoodsgolf.com,,,unknown,low,teetimes page bot-blocked; GolfNow 2609 resale channel exists.
Willis Case Golf Course,Denver,80212,Public,https://www.denvergov.org,membersports,https://app.membersports.com/custom/3660/4711/19,yes,high,Denver Golf shared portal.
Wray Country Club,Wray,80758,Public,https://www.facebook.com,,,no,high,Phone only (970-332-5934); Chronogolf directory-only.
Yampa Valley Golf Course,Craig,81626,Public,https://www.yampavalleygolfcourse.com,foreup,https://foreupsoftware.com/index.php/booking/20872/5951#/teetimes,yes,high,ForeUp booking 20872/5951.
